State,Place,City,ImageName
gujarat,Tithal Beach,Surat,gujarat_surat_tithal_beach.jpg
west-bengal,Durgapur Barrage,Durgapur,west-bengal_durgapur_durgapur_barrage.jpg
gujarat,The Science Centre,Surat,gujarat_surat_the_science_centre.jpg
west-bengal,Deul Park,Durgapur,west-bengal_durgapur_deul_park.jpg
west-bengal,Durgapur Steel Plant,Durgapur,west-bengal_durgapur_durgapur_steel_plant.jpg
west-bengal,Ram Mandir,Durgapur,west-bengal_durgapur_ram_mandir.jpg
ladakh,Hemis National Park,Leh,ladakh_leh_hemis_national_park.jpg
karnataka,Sannati,Kalaburagi,karnataka_kalaburagi_sannati.jpg
ladakh,Leh Palace,Leh,ladakh_leh_leh_palace.jpg
ladakh,Magnetic Hill,Leh,ladakh_leh_magnetic_hill.jpg
ladakh,Gurudwara Pathar Sahib,Leh,ladakh_leh_gurudwara_pathar_sahib.jpg
ladakh,Shanti Stupa,Leh,ladakh_leh_shanti_stupa.jpg
gujarat,Suvali Beach,Surat,gujarat_surat_suvali_beach.jpg
west-bengal,Rangeet Valley Cable Car,Darjeeling,west-bengal_darjeeling_rangeet_valley_cable_car.jpg
west-bengal,Lebong Race Course,Darjeeling,west-bengal_darjeeling_lebong_race_course.jpg
west-bengal,Darjeeling Himalayan Railway,Darjeeling,west-bengal_darjeeling_darjeeling_himalayan_railway.jpg
maharashtra,Juhu Beach,Mumbai,maharashtra_mumbai_juhu_beach.jpg
arunachal-pradesh,Sela Pass,Tawang,arunachal-pradesh_tawang_sela_pass.jpg
rajasthan,Samode Palace,Jaipur,rajasthan_jaipur_samode_palace.jpg
kerala,Varikkasseri Mana,Palakkad,kerala_palakkad_varikkasseri_mana.jpg
haryana,Pataudi Palace,Gurugram,haryana_gurugram_pataudi_palace.jpg
haryana,Sai Ka Angan Temple,Gurugram,haryana_gurugram_sai_ka_angan_temple.jpg
nagaland,Veda Peak,Kohima,nagaland_kohima_veda_peak.jpg
andhra-pradesh,Aircraft Museum,Visakhapatnam,andhra-pradesh_visakhapatnam_aircraft_museum.jpg
delhi,Akshardham Temple,Delhi,delhi_delhi_akshardham_temple.jpg
andhra-pradesh,Borra Caves,Visakhapatnam,andhra-pradesh_visakhapatnam_borra_caves.jpg
uttarakhand,Forest Research Institute,Dehradun,uttarakhand_dehradun_forest_research_institute.jpg
uttar-pradesh,Pagal Baba Temple,Mathura,uttar-pradesh_mathura_pagal_baba_temple.jpg
uttar-pradesh,Prem Mandir,Mathura,uttar-pradesh_mathura_prem_mandir.jpg
uttar-pradesh,Sikandra,Agra,uttar-pradesh_agra_sikandra.jpg
west-bengal,Tharpa Choling Monastery,Kalimpong,west-bengal_kalimpong_tharpa_choling_monastery.jpg
tamil-nadu,Vedanthangal Bird Sanctuary,Mamallapuram,tamil-nadu_mamallapuram_vedanthangal_bird_sanctuary.jpg
west-bengal,Neora Valley National Park,Kalimpong,west-bengal_kalimpong_neora_valley_national_park.jpg
maharashtra,National Gallery of Modern Art,Mumbai,maharashtra_mumbai_national_gallery_of_modern_art.jpg
assam,Amchang Wildlife Sanctuary,Guwahati,assam_guwahati_amchang_wildlife_sanctuary.jpg
rajasthan,Ghanta Ghar,Jodhpur,rajasthan_jodhpur_ghanta_ghar.jpg
arunachal-pradesh,Jaswant Garh War Memorial,Tawang,arunachal-pradesh_tawang_jaswant_garh_war_memorial.jpg
west-bengal,Lava,Darjeeling,west-bengal_darjeeling_lava.jpg
west-bengal,Tiger Hill,Darjeeling,west-bengal_darjeeling_tiger_hill.jpg
west-bengal,Padmaja Naidu Himalayan Zoological Park,Darjeeling,west-bengal_darjeeling_padmaja_naidu_himalayan_zoological_park.jpg
jammu-and-kashmir,Masjid Syed Sahib,Anantnag,jammu-and-kashmir_anantnag_masjid_syed_sahib.jpg
kerala,Neendakara Port,Kollam,kerala_kollam_neendakara_port.jpg
maharashtra,Karla Caves,Pune,maharashtra_pune_karla_caves.jpg
maharashtra,Lal Mahal,Pune,maharashtra_pune_lal_mahal.jpg
maharashtra,Bedsa Caves,Pune,maharashtra_pune_bedsa_caves.jpg
nagaland,Tuophema Village,Kohima,nagaland_kohima_tuophema_village.jpg
west-bengal,Sillery Gaon,Kalimpong,west-bengal_kalimpong_sillery_gaon.jpg
west-bengal,Crookety House,Kalimpong,west-bengal_kalimpong_crookety_house.jpg
west-bengal,Lepcha Museum,Kalimpong,west-bengal_kalimpong_lepcha_museum.jpg
jharkhand,Trikuta,Deoghar,jharkhand_deoghar_trikuta.jpg
west-bengal,Deolo Hill,Kalimpong,west-bengal_kalimpong_deolo_hill.jpg
uttarakhand,St. Mary’s Church,Lansdowne,uttarakhand_lansdowne_st._marys_church.jpg
punjab,Maharaja Ranjit Singh War Museum,Ludhiana,punjab_ludhiana_maharaja_ranjit_singh_war_museum.jpg
punjab,Sri Goindwal Sahib,Amritsar,punjab_amritsar_sri_goindwal_sahib.jpg
sikkim,Phodong Monastery,Gangtok,sikkim_gangtok_phodong_monastery.jpg
rajasthan,Karni Mata Mandir,Bikaner,rajasthan_bikaner_karni_mata_mandir.jpg
rajasthan,Rampuria Haveli,Bikaner,rajasthan_bikaner_rampuria_haveli.jpg
rajasthan,Gajner Wildlife Sanctuary,Bikaner,rajasthan_bikaner_gajner_wildlife_sanctuary.jpg
nagaland,Pulie Badze Wildlife Sanctuary,Kohima,nagaland_kohima_pulie_badze_wildlife_sanctuary.jpg
nagaland,Khonoma Village,Kohima,nagaland_kohima_khonoma_village.jpg
nagaland,The Kachari Rajbari Ruins,Dimapur,nagaland_dimapur_the_kachari_rajbari_ruins.jpg
nagaland,Dimapur Zoo,Dimapur,nagaland_dimapur_dimapur_zoo.jpg
lakshadweep,State Central Library,Kavaratti,lakshadweep_kavaratti_state_central_library.jpg
uttar-pradesh,Chini Ka Rauza,Agra,uttar-pradesh_agra_chini_ka_rauza.jpg
arunachal-pradesh,Namdapha National Park,Itanagar,arunachal-pradesh_itanagar_namdapha_national_park.jpg
nagaland,Liphanyan Governor's Camp,Dimapur,nagaland_dimapur_liphanyan_governors_camp.jpg
uttar-pradesh,Cheer Ghat,Mathura,uttar-pradesh_mathura_cheer_ghat.jpg
uttar-pradesh,Vishram Ghat,Mathura,uttar-pradesh_mathura_vishram_ghat.jpg
uttar-pradesh,Government Museum,Mathura,uttar-pradesh_mathura_government_museum.jpg
uttar-pradesh,Barsana,Mathura,uttar-pradesh_mathura_barsana.jpg
uttar-pradesh,Mariyam’s Tomb,Agra,Mariam's_Tomb.jpeg
rajasthan,Sardar Government Museum,Jodhpur,rajasthan_jodhpur_sardar_government_museum.jpg
uttar-pradesh,Akbar’s Tomb (Sikandara),Agra,667x445_akbar-tomb-sikandra-agra.jpeg
jharkhand,Tata Steel Zoological Park,Jamshedpur,jharkhand_jamshedpur_tata_steel_zoological_park.jpg
punjab,Attari Wagah Border,Amritsar,punjab_amritsar_attari_wagah_border.jpg
arunachal-pradesh,Tawang War Memorial,Tawang,arunachal-pradesh_tawang_tawang_war_memorial.jpg
arunachal-pradesh,Tawang Monastery,Tawang,arunachal-pradesh_tawang_tawang_monastery.jpg
arunachal-pradesh,Bap Teng Kang Waterfall,Tawang,arunachal-pradesh_tawang_bap_teng_kang_waterfall.jpg
tamil-nadu,Fort St. George,Chennai,tamil-nadu_chennai_fort_st._george.jpg
tamil-nadu,Dakshinachitra Museum,Chennai,tamil-nadu_chennai_dakshinachitra_museum.jpg
tamil-nadu,Higginbotham’s,Chennai,Higginbothams-Bookstore-in-Chennai.png
tamil-nadu,Madras War Cemetery,Chennai,tamil-nadu_chennai_madras_war_cemetery.jpg
uttar-pradesh,Assi Ghat,Varanasi,uttar-pradesh_varanasi_assi_ghat.jpg
tamil-nadu,Chennai Rail Museum,Chennai,tamil-nadu_chennai_chennai_rail_museum.jpg
west-bengal,Bengal Natural History Museum,Darjeeling,west-bengal_darjeeling_bengal_natural_history_museum.jpg
meghalaya,"Khat-ar shnong, Kongthong",Cherrapunjee,meghalaya_cherrapunjee_khat-ar_shnong_kongthong.jpg
kerala,Willingdon Island,Kochi,kerala_kochi_willingdon_island.jpg
bihar,St. Mary's Church,Arrah,bihar_arrah_st._marys_church.jpg
kerala,Sri Mahaganapathi Temple,Kollam,kerala_kollam_sri_mahaganapathi_temple.jpg
andhra-pradesh,Nagarjunakonda,Guntur,andhra-pradesh_guntur_nagarjunakonda.jpg
himachal-pradesh,Kangra Fort,Dharamshala,himachal-pradesh_dharamshala_kangra_fort.jpg
maharashtra,Elephanta Caves,Mumbai,maharashtra_mumbai_elephanta_caves.jpg
maharashtra,Kanheri Caves,Mumbai,maharashtra_mumbai_kanheri_caves.jpg
karnataka,Tipu Sultan's Birthplace,Bengaluru,karnataka_bengaluru_tipu_sultans_birthplace.jpg
odisha,Barabati Fort,Cuttack,odisha_cuttack_barabati_fort.jpg
andhra-pradesh,Bhattiprolu,Guntur,andhra-pradesh_guntur_bhattiprolu.jpg
andhra-pradesh,Suryalanka Beach,Guntur,andhra-pradesh_guntur_suryalanka_beach.jpg
mizoram,Salvation Army Temple,Aizawl,mizoram_aizawl_salvation_army_temple.jpg
jharkhand,Deori Temple,Ranchi,jharkhand_ranchi_deori_temple.jpg
maharashtra,Marine Drive,Mumbai,maharashtra_mumbai_marine_drive.jpg
maharashtra,Lonavala and Khandala,Mumbai,maharashtra_mumbai_lonavala_and_khandala.jpg
bihar,Mahavir Mandir,Patna,bihar_patna_mahavir_mandir.jpg
bihar,Kangan Ghat,Patna,bihar_patna_kangan_ghat.jpg
maharashtra,Gorai Beach,Mumbai,maharashtra_mumbai_gorai_beach.jpg
maharashtra,Film City,Mumbai,maharashtra_mumbai_film_city.jpg
maharashtra,ISKCON Temple,Mumbai,maharashtra_mumbai_iskcon_temple.jpg
ladakh,Diskit Monastery,Leh,ladakh_leh_diskit_monastery.jpg
maharashtra,Mandapeshwar Caves,Mumbai,maharashtra_mumbai_mandapeshwar_caves.jpg
bihar,Agam Kuan,Patna,bihar_patna_agam_kuan.jpg
bihar,Padri Ki Haveli,Patna,bihar_patna_padri_ki_haveli.jpg
bihar,Mahatma Gandhi Setu,Patna,bihar_patna_mahatma_gandhi_setu.jpg
bihar,Patna Museum,Patna,bihar_patna_patna_museum.jpg
bihar,Gol Ghar,Patna,bihar_patna_gol_ghar.jpg
haryana,Museum of Folk and Tribal Art,Gurugram,haryana_gurugram_museum_of_folk_and_tribal_art.jpg
goa,Palolem Beach,Goa,goa_goa_palolem_beach.jpg
telangana,NTR Park,Hyderabad,telangana_hyderabad_ntr_park.jpg
kerala,Vypin Island,Kochi,kerala_kochi_vypin_island.jpg
uttarakhand,Maya Devi Temple,Haridwar,uttarakhand_haridwar_maya_devi_temple.jpg
kerala,Fort Kochi,Kochi,kerala_kochi_fort_kochi.jpg
kerala,Thattekad Bird Sanctuary,Kochi,kerala_kochi_thattekad_bird_sanctuary.jpg
bihar,Gandhi Ghat,Patna,bihar_patna_gandhi_ghat.jpg
goa,Dr Salim Ali Bird Sanctuary,Goa,goa_goa_dr_salim_ali_bird_sanctuary.jpg
goa,Miramar Beach,Goa,goa_goa_miramar_beach.jpg
punjab,Durgiana Temple,Amritsar,punjab_amritsar_durgiana_temple.jpg
chandigarh,Government Museum and Art Gallery,Chandigarh,chandigarh_chandigarh_government_museum_and_art_gallery.jpg
chandigarh,Garden of Fragrance,Chandigarh,chandigarh_chandigarh_garden_of_fragrance.jpg
punjab,Harike Wetland and Bird Sanctuary,Amritsar,punjab_amritsar_harike_wetland_and_bird_sanctuary.jpg
punjab,Sarai Amanat Khan,Amritsar,punjab_amritsar_sarai_amanat_khan.jpg
punjab,Mata Lal Devi Temple,Amritsar,punjab_amritsar_mata_lal_devi_temple.jpg
punjab,Dukh Bhanjani Ber Tree,Amritsar,punjab_amritsar_dukh_bhanjani_ber_tree.jpg
dadra-and-nagar-haveli-and-daman-and-diu,Vasona Lion Safari Park,Silvassa,dadra-and-nagar-haveli-and-daman-and-diu_silvassa_vasona_lion_safari_park.jpg
dadra-and-nagar-haveli-and-daman-and-diu,Satmaliya Deer Park,Silvassa,dadra-and-nagar-haveli-and-daman-and-diu_silvassa_satmaliya_deer_park.jpg
uttar-pradesh,Chandra Prabha Wildlife Sanctuary,Varanasi,uttar-pradesh_varanasi_chandra_prabha_wildlife_sanctuary.jpg
uttar-pradesh,Dashashwamedh Ghat,Varanasi,uttar-pradesh_varanasi_dashashwamedh_ghat.jpg
uttar-pradesh,Manikarnika Ghat,Varanasi,uttar-pradesh_varanasi_manikarnika_ghat.jpg
uttar-pradesh,Sarnath,Varanasi,uttar-pradesh_varanasi_sarnath.jpg
punjab,Partition Museum,Amritsar,punjab_amritsar_partition_museum.jpg
telangana,KBR National Park,Hyderabad,telangana_hyderabad_kbr_national_park.jpg
uttar-pradesh,Ramnagar Fort,Varanasi,uttar-pradesh_varanasi_ramnagar_fort.jpg
uttar-pradesh,Durga Temple,Varanasi,uttar-pradesh_varanasi_durga_temple.jpg
uttar-pradesh,Banaras Hindu University,Varanasi,uttar-pradesh_varanasi_banaras_hindu_university.jpg
rajasthan,Jag Mandir Palace,Udaipur,rajasthan_udaipur_jag_mandir_palace.jpg
andhra-pradesh,Kondaveedu Fort,Guntur,andhra-pradesh_guntur_kondaveedu_fort.jpg
andhra-pradesh,Visakha Museum,Visakhapatnam,andhra-pradesh_visakhapatnam_visakha_museum.jpg
andhra-pradesh,Victory at Sea Memorial,Visakhapatnam,andhra-pradesh_visakhapatnam_victory_at_sea_memorial.jpg
andhra-pradesh,Kondapalli Fort,Guntur,andhra-pradesh_guntur_kondapalli_fort.jpg
punjab,Gurudwara Shri Dukhniwaran Sahib,Ludhiana,punjab_ludhiana_gurudwara_shri_dukhniwaran_sahib.jpg
bihar,Indira Gandhi Planetarium,Patna,bihar_patna_indira_gandhi_planetarium.jpg
maharashtra,Siddhivinayak Temple,Mumbai,maharashtra_mumbai_siddhivinayak_temple.jpg
maharashtra,Sanjay Gandhi National Park,Mumbai,maharashtra_mumbai_sanjay_gandhi_national_park.jpg
punjab,Ram Bagh Garden,Amritsar,punjab_amritsar_ram_bagh_garden.jpg
bihar,Buddha Smriti Park,Patna,bihar_patna_buddha_smriti_park.jpg
punjab,Maharaja Ranjit Singh Museum,Amritsar,punjab_amritsar_maharaja_ranjit_singh_museum.jpg
odisha,Museum of Tribal Arts & Artifacts,Bhubaneswar,odisha_bhubaneswar_museum_of_tribal_arts_and_artifacts.jpg
assam,Kamakhya Temple,Guwahati,assam_guwahati_kamakhya_temple.jpg
karnataka,Mangaladevi Temple,Mangalore,karnataka_mangalore_mangaladevi_temple.jpg
rajasthan,Taragarh Fort,Bundi,rajasthan_bundi_taragarh_fort.jpg
karnataka,Old Mangalore Port,Mangalore,karnataka_mangalore_old_mangalore_port.jpg
uttar-pradesh,Dhamek Stupa,Varanasi,uttar-pradesh_varanasi_dhamek_stupa.jpg
uttar-pradesh,Bharat Mata Temple,Varanasi,uttar-pradesh_varanasi_bharat_mata_temple.jpg
dadra-and-nagar-haveli-and-daman-and-diu,Baps Swaminarayan Temple,Silvassa,dadra-and-nagar-haveli-and-daman-and-diu_silvassa_baps_swaminarayan_temple.jpg
bihar,Kesaria Stupa,Patna,bihar_patna_kesaria_stupa.jpg
tamil-nadu,Cholamandal Artists’ Village,Chennai,tamil-nadu_chennai_cholamandal_artists_village.jpg
andhra-pradesh,Bavikonda Buddhist Complex,Visakhapatnam,andhra-pradesh_visakhapatnam_bavikonda_buddhist_complex.jpg
west-bengal,Nature Interpretation Centre,Kalimpong,west-bengal_kalimpong_nature_interpretation_centre.jpg
